# Run complete. Total time: 00:22:56

Benchmark                                                                                           (captureOutput)  (command)  (iterations)    Mode   Cnt           Score            Error    Units
Benchmark.runApache_withoutThreads:·hs_gc.sun.gc.policy.liveSpace                                              true         du             5      ss    10       28937.600 ±     134086.066        ?
Benchmark.runApache_withoutThreads:·hs_gc.sun.gc.policy.minorPauseYoungSlope                                   true         du             5      ss    10           0.800 ±          2.648        ?
Benchmark.runApache_withoutThreads:·hs_gc.sun.gc.policy.survived                                               true         du             5      ss    10       55742.400 ±     266414.559        ?
Benchmark.runApache_withoutThreads:·hs_gc.sun.gc.policy.youngCapacity                                          true         du             5      ss    10     5557452.800 ±   26569696.037        ?
Benchmark.runApache_withoutThreads:·hs_gc.sun.gc.tlab.alloc                                                    true         du             5      ss    10      177142.300 ±     741244.070        ?
Benchmark.runApache_withoutThreads:·hs_gc.sun.gc.tlab.allocThreads                                             true         du             5      ss    10           3.500 ±         17.821        ?
Benchmark.runApache_withoutThreads:·hs_gc.sun.gc.tlab.fastWaste                                                true         du             5      ss    10        1292.100 ±       6053.612        ?
Benchmark.runApache_withoutThreads:·hs_gc.sun.gc.tlab.fills                                                    true         du             5      ss    10           6.600 ±         21.466        ?
Benchmark.runApache_withoutThreads:·hs_gc.sun.gc.tlab.maxFastWaste                                             true         du             5      ss    10          72.100 ±        246.595        ?
Benchmark.runApache_withoutThreads:·hs_gc.sun.gc.tlab.maxFills                                                 true         du             5      ss    10           0.300 ±          1.020        ?
Benchmark.runApache_withoutThreads:·hs_gc.sun.gc.tlab.maxGcWaste                                               true         du             5      ss    10       20433.400 ±      70201.798        ?
Benchmark.runApache_withoutThreads:·hs_gc.sun.gc.tlab.maxSlowAlloc                                             true         du             5      ss    10           7.100 ±         22.632        ?
Benchmark.runApache_withoutThreads:·hs_gc.sun.gc.tlab.slowAlloc                                                true         du             5      ss    10          35.700 ±        134.074        ?
Benchmark.runApache_withoutThreads:·threads.alive                                                              true         du             5      ss    10          48.000 ±          0.001  threads
Benchmark.runApache_withoutThreads:·threads.daemon                                                             true         du             5      ss    10          47.000 ±          0.001  threads
Benchmark.runApache_withoutThreads:·threads.started                                                            true         du             5      ss    10        1968.000                   threads
Benchmark.runApache_withoutThreads                                                                             true         du            10      ss    10         441.836 ±         54.740    ms/op
Benchmark.runApache_withoutThreads:·hs_gc.sun.gc.collector.0.invocations                                       true         du            10      ss    10           0.400 ±          0.781        ?
Benchmark.runApache_withoutThreads:·hs_gc.sun.gc.collector.0.lastEntryTime                                     true         du            10      ss    10   588707794.500 ± 1170985845.858        ?
Benchmark.runApache_withoutThreads:·hs_gc.sun.gc.collector.0.lastExitTime                                      true         du            10      ss    10   588644229.000 ± 1170853430.720        ?
Benchmark.runApache_withoutThreads:·hs_gc.sun.gc.collector.0.time                                              true         du            10      ss    10     1003812.900 ±    2001472.297        ?
Benchmark.runApache_withoutThreads:·hs_gc.sun.gc.compressedclassspace.used                                     true         du            10      ss    10        1761.600 ±       7306.240        ?
Benchmark.runApache_withoutThreads:·hs_gc.sun.gc.generation.0.space.1.used                                     true         du            10      ss    10      115326.400 ±    3661335.058        ?
