# Run complete. Total time: 00:22:56

Benchmark                                                                                           (captureOutput)  (command)  (iterations)    Mode   Cnt           Score            Error    Units
Benchmark.runApache_withoutThreads:·hs_gc.sun.gc.policy.avgYoungLive                                          false         du             5   thrpt    10        9503.200 ±      36143.977        ?
Benchmark.runApache_withoutThreads:·hs_gc.sun.gc.policy.decreaseForFootprint                                  false         du             5   thrpt    10           1.200 ±          3.825        ?
Benchmark.runApache_withoutThreads:·hs_gc.sun.gc.policy.decrementTenuringThresholdForGcCost                   false         du             5   thrpt    10           0.200 ±          0.637        ?
Benchmark.runApache_withoutThreads:·hs_gc.sun.gc.policy.liveSpace                                             false         du             5   thrpt    10        9504.000 ±      36149.032        ?
Benchmark.runApache_withoutThreads:·hs_gc.sun.gc.policy.survived                                              false         du             5   thrpt    10       27041.600 ±     140352.082        ?
Benchmark.runApache_withoutThreads:·hs_gc.sun.gc.tlab.fastWaste                                               false         du             5   thrpt    10        1599.200 ±      30335.178        ?
Benchmark.runApache_withoutThreads:·hs_gc.sun.gc.tlab.fills                                                   false         du             5   thrpt    10          34.700 ±         48.406        ?
Benchmark.runApache_withoutThreads:·hs_gc.sun.gc.tlab.maxFastWaste                                            false         du             5   thrpt    10          80.800 ±        880.227        ?
Benchmark.runApache_withoutThreads:·hs_gc.sun.gc.tlab.maxFills                                                false         du             5   thrpt    10           1.200 ±          5.080        ?
Benchmark.runApache_withoutThreads:·hs_gc.sun.gc.tlab.maxSlowAlloc                                            false         du             5   thrpt    10          12.400 ±         30.498        ?
Benchmark.runApache_withoutThreads:·hs_gc.sun.gc.tlab.maxSlowWaste                                            false         du             5   thrpt    10         398.100 ±        907.795        ?
Benchmark.runApache_withoutThreads:·hs_gc.sun.gc.tlab.slowAlloc                                               false         du             5   thrpt    10         170.800 ±        372.945        ?
Benchmark.runApache_withoutThreads:·hs_gc.sun.gc.tlab.slowWaste                                               false         du             5   thrpt    10        8401.900 ±      14978.550        ?
Benchmark.runApache_withoutThreads:·threads.alive                                                             false         du             5   thrpt    10          48.300 ±          1.020  threads
Benchmark.runApache_withoutThreads:·threads.daemon                                                            false         du             5   thrpt    10          47.300 ±          1.020  threads
Benchmark.runApache_withoutThreads:·threads.started                                                           false         du             5   thrpt    10          49.000                   threads
Benchmark.runApache_withoutThreads                                                                            false         du            10   thrpt    10           0.068 ±          0.005   ops/ms
Benchmark.runApache_withoutThreads:·hs_gc.sun.gc.collector.0.invocations                                      false         du            10   thrpt    10           0.600 ±          0.781        ?
Benchmark.runApache_withoutThreads:·hs_gc.sun.gc.collector.0.lastEntryTime                                    false         du            10   thrpt    10  1498528118.500 ± 1974628710.591        ?
Benchmark.runApache_withoutThreads:·hs_gc.sun.gc.collector.0.lastExitTime                                     false         du            10   thrpt    10  1498502166.200 ± 1974400090.913        ?
Benchmark.runApache_withoutThreads:·hs_gc.sun.gc.collector.0.time                                             false         du            10   thrpt    10     2677485.100 ±    3600125.228        ?
Benchmark.runApache_withoutThreads:·hs_gc.sun.gc.compressedclassspace.used                                    false         du            10   thrpt    10         416.000 ±        812.949        ?
Benchmark.runApache_withoutThreads:·hs_gc.sun.gc.generation.0.space.0.used                                    false         du            10   thrpt    10      539402.400 ±   43118892.396        ?
Benchmark.runApache_withoutThreads:·hs_gc.sun.gc.generation.0.space.2.used                                    false         du            10   thrpt    10       25806.400 ±    3297751.254        ?
Benchmark.runApache_withoutThreads:·hs_gc.sun.gc.generation.1.space.0.used                                    false         du            10   thrpt    10        4915.200 ±       6395.656        ?
Benchmark.runApache_withoutThreads:·hs_gc.sun.gc.metaspace.capacity                                           false         du            10   thrpt    10       52428.800 ±     167105.007        ?
Benchmark.runApache_withoutThreads:·hs_gc.sun.gc.metaspace.used                                               false         du            10   thrpt    10       11520.800 ±      18279.474        ?
Benchmark.runApache_withoutThreads:·hs_gc.sun.gc.policy.avgMinorIntervalTime                                  false         du            10   thrpt    10          84.400 ±        170.677        ?
Benchmark.runApache_withoutThreads:·hs_gc.sun.gc.policy.decreaseForFootprint                                  false         du            10   thrpt    10           1.200 ±          3.825        ?
Benchmark.runApache_withoutThreads:·hs_gc.sun.gc.policy.decrementTenuringThresholdForGcCost                   false         du            10   thrpt    10           0.200 ±          0.637        ?
Benchmark.runApache_withoutThreads:·hs_gc.sun.gc.tlab.fills                                                   false         du            10   thrpt    10          38.700 ±         51.807        ?
Benchmark.runApache_withoutThreads:·hs_gc.sun.gc.tlab.maxFills                                                false         du            10   thrpt    10           4.700 ±         11.863        ?
Benchmark.runApache_withoutThreads:·hs_gc.sun.gc.tlab.maxSlowAlloc                                            false         du            10   thrpt    10          15.500 ±         26.574        ?
Benchmark.runApache_withoutThreads:·hs_gc.sun.gc.tlab.maxSlowWaste                                            false         du            10   thrpt    10         377.000 ±       1277.085        ?
Benchmark.runApache_withoutThreads:·hs_gc.sun.gc.tlab.slowAlloc                                               false         du            10   thrpt    10         305.000 ±        525.617        ?
Benchmark.runApache_withoutThreads:·hs_gc.sun.gc.tlab.slowWaste                                               false         du            10   thrpt    10        9086.900 ±      19114.918        ?
Benchmark.runApache_withoutThreads:·threads.alive                                                             false         du            10   thrpt    10          53.500 ±          7.171  threads
